login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
threepointone,threepointone/act-warning,2019-04-04T12:46:32Z,0,0,JavaScript,True,True,No license
threepointone,threepointone/adele,2018-12-20T17:39:45Z,0,0,JavaScript,True,True,mit
threepointone,threepointone/animloop,2013-01-23T16:38:58Z,0,0,JavaScript,True,True,No license
threepointone,threepointone/art,2018-07-11T11:27:17Z,0,0,JavaScript,True,True,mit
threepointone,threepointone/async-act-test-21-11,2019-11-21T18:39:30Z,2,2,JavaScript,True,True,No license
threepointone,threepointone/asyncstorage-mock,2015-08-06T08:56:53Z,9,9,JavaScript,True,True,No license
threepointone,threepointone/at,2013-01-16T14:29:36Z,0,0,JavaScript,True,True,No license
threepointone,threepointone/attr,2013-01-16T12:59:56Z,0,0,JavaScript,True,True,No license
threepointone,threepointone/automerge,2023-03-12T00:57:41Z,0,0,JavaScript,True,True,mit
threepointone,threepointone/automerge-repo,2023-10-01T08:54:25Z,0,0,,True,True,mit
threepointone,threepointone/axe-core,2019-06-26T15:49:37Z,0,0,JavaScript,True,False,mpl-2.0
threepointone,threepointone/babel-macros,2016-11-02T20:01:47Z,12,12,,True,True,No license
threepointone,threepointone/babel-plugin-add-react-displayname,2019-05-01T14:33:31Z,0,0,JavaScript,True,True,No license
threepointone,threepointone/backbone,2013-03-04T09:31:51Z,0,0,JavaScript,True,True,mit
threepointone,threepointone/backbone-mongodb,2011-09-30T11:03:10Z,1,1,JavaScript,True,True,No license
threepointone,threepointone/beam,2013-02-08T18:28:01Z,1,1,JavaScript,True,True,No license
threepointone,threepointone/braid,2015-01-21T19:43:38Z,1,1,JavaScript,True,True,No license
threepointone,threepointone/bs-nice,2017-12-21T10:48:27Z,180,180,OCaml,True,True,No license
threepointone,threepointone/bucklescript,2016-04-05T09:11:51Z,0,0,OCaml,True,True,gpl-2.0
threepointone,threepointone/built-devtools,2021-08-24T10:33:52Z,7,7,JavaScript,True,True,mit
threepointone,threepointone/bun,2024-08-01T10:54:02Z,0,0,,True,False,other
threepointone,threepointone/bus,2013-11-13T17:03:30Z,2,2,JavaScript,True,True,No license
threepointone,threepointone/carrickjason-react-act-example,2019-09-09T20:35:52Z,0,0,,True,True,No license
threepointone,threepointone/cf-auth,2024-07-09T15:26:31Z,9,9,TypeScript,True,True,No license
threepointone,threepointone/cfp-lightnings-2015,2015-06-03T08:11:42Z,0,0,,True,True,mit
threepointone,threepointone/changesets,2021-02-02T11:59:24Z,0,0,,True,True,mit
threepointone,threepointone/charliegleason.com,2024-03-03T20:53:22Z,0,0,,True,False,No license
threepointone,threepointone/claw,2013-01-31T23:40:51Z,1,1,JavaScript,True,True,No license
threepointone,threepointone/cloudflare-docs,2022-11-29T11:34:58Z,0,0,,True,False,other
threepointone,threepointone/cloudflare-relay-repro,2024-10-09T23:37:00Z,0,0,TypeScript,True,True,No license
